Date,Close,High,Low,Open,Volume
2016-01-04,31.84950065612793,32.88600158691406,31.375499725341797,32.81449890136719,186290000
2016-01-05,31.68950080871582,32.34550094604492,31.38249969482422,32.34299850463867,116452000
2016-01-06,31.63249969482422,31.989500045776367,31.015499114990234,31.100000381469727,106584000
2016-01-07,30.39699935913086,31.5,30.260499954223633,31.09000015258789,141498000
2016-01-08,30.352500915527344,31.207000732421875,30.299999237060547,30.982999801635742,110258000
2016-01-11,30.886999130249023,30.99250030517578,29.928499221801758,30.624000549316406,97832000
2016-01-12,30.894500732421875,31.29949951171875,30.61199951171875,31.262500762939453,94482000
2016-01-13,29.090499877929688,31.04400062561035,28.95800018310547,31.04400062561035,153104000
2016-01-14,29.649999618530273,30.112499237060547,28.493999481201172,29.012500762939453,144760000
2016-01-15,28.509000778198242,29.231000900268555,28.264999389648438,28.61199951171875,155690000
2016-01-19,28.724000930786133,29.200000762939453,28.322500228881836,28.85449981689453,96144000
2016-01-20,28.588499069213867,28.922500610351562,27.358999252319336,28.218000411987305,159328000
2016-01-21,28.750999450683594,29.440500259399414,28.410999298095703,28.679000854492188,99044000
2016-01-22,29.819000244140625,30.0049991607666,29.20549964904785,29.436500549316406,102402000
2016-01-25,29.826499938964844,30.424999237060547,29.72800064086914,29.899499893188477,87922000
2016-01-26,30.0625,30.225000381469727,29.518999099731445,30.172500610351562,75314000
2016-01-27,29.167499542236328,30.16950035095215,28.93899917602539,30.09950065612793,103058000
2016-01-28,31.767499923706055,31.902999877929688,29.877500534057617,30.418500900268555,280304000
2016-01-29,29.350000381469727,29.649999618530273,28.5,28.599000930786133,293552000
2016-02-01,28.74049949645996,29.09000015258789,28.515499114990234,28.907499313354492,127102000
2016-02-02,27.604999542236328,28.577999114990234,27.504499435424805,28.5,126240000
2016-02-03,26.553499221801758,27.799999237060547,26.094999313354492,27.674999237060547,200974000
2016-02-04,26.812999725341797,26.949499130249023,25.961000442504883,26.25,123982000
2016-02-05,25.10650062561035,26.47249984741211,24.95949935913086,26.464000701904297,194178000
2016-02-08,24.405000686645508,24.674999237060547,23.760499954223633,24.32349967956543,196510000
2016-02-09,24.103500366210938,24.91900062561035,23.700000762939453,23.90049934387207,141558000
2016-02-10,24.52400016784668,25.232999801635742,24.299999237060547,24.58799934387207,135724000
2016-02-11,25.19099998474121,25.46500015258789,24.200000762939453,24.558500289916992,147948000
2016-02-12,25.354000091552734,25.837499618530273,25.074499130249023,25.53499984741211,107696000
2016-02-16,26.05500030517578,26.22249984741211,25.58300018310547,25.974000930786133,102370000
2016-02-17,26.704999923706055,26.874000549316406,25.969499588012695,26.437000274658203,96480000
2016-02-18,26.25,27.059999465942383,26.186500549316406,27.059499740600586,94700000
2016-02-19,26.7450008392334,26.797500610351562,25.767499923706055,26.035499572753906,99494000
2016-02-22,27.975000381469727,28.032499313354492,27.054000854492188,27.110000610351562,111332000
2016-02-23,27.64699935913086,27.845500946044922,27.26650047302246,27.77750015258789,81016000
2016-02-24,27.70199966430664,27.713499069213867,26.657499313354492,27.287500381469727,124634000
2016-02-25,27.75749969482422,27.969499588012695,27.26449966430664,27.775999069213867,90510000
2016-02-26,27.761499404907227,28.125,27.65850067138672,28.006000518798828,97540000
2016-02-29,27.625999450683594,28.24049949645996,27.625499725341797,27.700000762939453,82908000
2016-03-01,28.95199966430664,28.962499618530273,27.799999237060547,27.81450080871582,100770000
