Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-02 00:00:00-05:00,106.70077370516883,106.90896220442542,105.16017372794303,106.38432312011719,7631700,0.0,0.0
2019-01-03 00:00:00-05:00,106.7090799712796,106.81734204013222,104.39402523838554,104.69381713867188,8654500,0.0,0.0
2019-01-04 00:00:00-05:00,105.85966566757776,107.13377161552913,105.53489219285524,106.45092010498047,8831700,0.0,0.0
2019-01-07 00:00:00-05:00,106.28437738462085,106.88396755927313,105.59319648001629,105.76807403564453,8404700,0.0,0.0
2019-01-08 00:00:00-05:00,106.74238731610801,108.6743824364725,106.36765696109822,108.22470092773438,9351600,0.0,0.0
2019-01-09 00:00:00-05:00,108.11645246555392,108.45788465241344,106.86732147571257,107.3669662475586,7403500,0.0,0.0
2019-01-10 00:00:00-05:00,106.33434363537503,108.16639960701234,106.33434363537503,108.01651000976562,6224400,0.0,0.0
2019-01-11 00:00:00-05:00,107.42526968366148,108.12478001801178,106.85066737086728,108.04983520507812,5300400,0.0,0.0
2019-01-14 00:00:00-05:00,107.20874071658746,107.39194758951979,106.25106611592916,106.82566833496094,7374400,0.0,0.0
2019-01-15 00:00:00-05:00,107.025541608924,107.8333139599658,106.3010433825094,107.72505187988281,5194400,0.0,0.0
2019-01-16 00:00:00-05:00,107.76667483037234,107.76667483037234,106.5092147839821,106.62579345703125,6264200,0.0,0.0
2019-01-17 00:00:00-05:00,106.3510002645363,107.85828915034412,106.14281178863983,107.50019836425781,7632000,0.0,0.0
2019-01-18 00:00:00-05:00,108.17474354247562,109.24066768559345,107.80000676989512,108.83262634277344,10593000,0.0,0.0
2019-01-22 00:00:00-05:00,106.75905530899314,107.84163800016515,105.76808241525536,107.25871276855469,10568100,0.0,0.0
2019-01-23 00:00:00-05:00,107.00888403877391,107.67508974925032,106.53421453491725,107.25871276855469,9267800,0.0,0.0
2019-01-24 00:00:00-05:00,107.00057074724559,107.17544197912984,104.09425458478387,105.78474426269531,9917000,0.0,0.0
2019-01-25 00:00:00-05:00,106.7007669586567,106.96724161331124,105.78473253712001,106.7840347290039,7585100,0.0,0.0
2019-01-28 00:00:00-05:00,106.43426737389642,107.55015448156739,106.00123816805291,107.41692352294922,6927700,0.0,0.0
2019-01-29 00:00:00-05:00,107.38360961249106,108.64939906007653,107.00887291019981,108.5328140258789,6669300,0.0,0.0
2019-01-30 00:00:00-05:00,108.56612485122945,110.0817430900249,108.50783868417693,109.62372589111328,7299300,0.0,0.0
2019-01-31 00:00:00-05:00,109.61538552156959,112.57998698298042,108.98248450835979,110.8228759765625,17298100,0.0,0.0
2019-02-01 00:00:00-05:00,111.60570271461663,112.1636464101759,111.1476854401072,111.7555923461914,9575200,0.0,0.0
2019-02-04 00:00:00-05:00,111.5556942092829,111.71390674276684,110.09837519553254,110.65631866455078,7759000,0.0,0.0
2019-02-05 00:00:00-05:00,111.18928053844981,111.48907238669385,110.54805661449191,110.65631866455078,6449800,0.0,0.0
2019-02-06 00:00:00-05:00,110.8229008347078,111.2309548580788,110.17335374889583,110.75627899169922,5066100,0.0,0.0
2019-02-07 00:00:00-05:00,110.2982606895548,110.45648597680842,109.53212856263676,109.96516418457031,6085300,0.0,0.0
2019-02-08 00:00:00-05:00,109.88187795983954,110.30659059432877,109.54044580065077,110.2566146850586,4436700,0.0,0.0
2019-02-11 00:00:00-05:00,110.18165934964253,110.48145124252541,109.30726526983287,109.92350769042969,4962200,0.0,0.0
2019-02-12 00:00:00-05:00,109.99011496713257,111.8388292774537,109.99011496713257,111.72224426269531,6262300,0.0,0.0
2019-02-13 00:00:00-05:00,111.6473073159452,112.40510361168015,110.93113854447923,111.9637451171875,7902200,0.0,0.0
2019-02-14 00:00:00-05:00,111.83886026232673,112.27189588289302,111.04774653537359,111.84718322753906,3910400,0.0,0.0
2019-02-15 00:00:00-05:00,112.57999712416435,113.5959578567471,112.43009482081145,113.57097625732422,6665000,0.0,0.0
2019-02-19 00:00:00-05:00,113.37109743293234,113.57096291164493,112.94639758583396,112.9963607788086,5935500,0.0,0.0
2019-02-20 00:00:00-05:00,113.22953946813237,113.8624278055213,113.02967397414979,113.54598999023438,6089800,0.0,0.0
2019-02-21 00:00:00-05:00,112.40509359321028,113.07962207347327,111.81384556769153,112.7715072631836,6665500,0.0,0.0
2019-02-22 00:00:00-05:00,112.663277804244,113.78750073443611,112.27189513280554,113.75419616699219,5223900,0.0,0.0
2019-02-25 00:00:00-05:00,114.29908144713069,115.25471677719574,113.88832108581335,114.17333221435547,6846600,0.9,0.0
2019-02-26 00:00:00-05:00,114.37449513830363,114.81040268058048,114.0475676793684,114.09786224365234,5106900,0.0,0.0
2019-02-27 00:00:00-05:00,113.60329348750223,114.21523206679502,113.4943133931151,113.89668273925781,4378100,0.0,0.0
2019-02-28 00:00:00-05:00,113.96373931084294,115.64029307132931,113.74579192677214,114.54215240478516,10133200,0.0,0.0
2019-03-01 00:00:00-05:00,115.02838214800629,116.19358677966062,114.85233833280833,115.97563934326172,5641600,0.0,0.0
2019-03-04 00:00:00-05:00,116.39476591276309,116.86419898355204,115.27146501784169,116.0845947265625,8377700,0.0,0.0
2019-03-05 00:00:00-05:00,116.36124609913084,116.63787908632119,115.9840239497236,116.32772064208984,6568900,0.0,0.0
2019-03-06 00:00:00-05:00,116.91448897510774,117.06537268862351,116.18519211093222,116.59593963623047,6236900,0.0,0.0
2019-03-07 00:00:00-05:00,116.1265099201802,116.6210902723686,115.43073848643249,115.88341522216797,6100400,0.0,0.0
2019-03-08 00:00:00-05:00,115.75765308184204,116.7719737504284,114.35773220549513,115.73250579833984,7046700,0.0,0.0
2019-03-11 00:00:00-04:00,115.7744426237218,116.5456559663746,115.27986223948129,116.15166473388672,6150400,0.0,0.0
2019-03-12 00:00:00-04:00,116.22708573135972,117.3587646497758,116.10134931424248,116.67137145996094,5552900,0.0,0.0
2019-03-13 00:00:00-04:00,117.01508049392382,117.22464973879055,116.53726926699531,116.86419677734375,6446900,0.0,0.0
2019-03-14 00:00:00-04:00,115.96726243294819,116.35287556523177,115.63195667616701,115.69902038574219,8493600,0.0,0.0
2019-03-15 00:00:00-04:00,115.68221421875116,115.90016161176197,114.70143176356652,115.34690856933594,11922500,0.0,0.0
2019-03-18 00:00:00-04:00,115.38881955855078,115.49779965756817,114.60922811783341,114.9864501953125,7369600,0.0,0.0
2019-03-19 00:00:00-04:00,115.35531488193105,116.36963582421946,115.23795659688967,116.05108642578125,5882500,0.0,0.0
2019-03-20 00:00:00-04:00,115.9588436312967,116.10972733164674,114.5505318059119,115.08702850341797,5475700,0.0,0.0
2019-03-21 00:00:00-04:00,114.84394248199165,116.33607443401782,114.80202607615225,115.76605224609375,5765100,0.0,0.0
2019-03-22 00:00:00-04:00,115.4726431797305,116.00913988503808,114.72657724905135,114.76849365234375,6528800,0.0,0.0
2019-03-25 00:00:00-04:00,114.76850683675342,114.85232686187689,113.78772428427473,114.51702117919922,4500300,0.0,0.0
2019-03-26 00:00:00-04:00,114.78522519053328,116.74680243759644,114.78522519053328,116.1600112915039,4758600,0.0,0.0
2019-03-27 00:00:00-04:00,116.17680147340687,116.9228674603815,115.74090666132804,116.26901245117188,6764900,0.0,0.0
2019-03-28 00:00:00-04:00,116.57077504854261,116.90609345840444,116.27738582988914,116.41989135742188,4602100,0.0,0.0
2019-03-29 00:00:00-04:00,116.75520737833624,117.25817864239579,116.41990172969028,117.18272399902344,7168400,0.0,0.0
2019-04-01 00:00:00-04:00,117.35040639250242,117.60187926939571,116.3025601018057,116.50373840332031,5885200,0.0,0.0
2019-04-02 00:00:00-04:00,116.52887486928367,116.52887486928367,114.76850093904983,115.43912506103516,5517800,0.0,0.0
2019-04-03 00:00:00-04:00,115.84987444928808,115.88341269102794,114.7349645466293,114.9864501953125,5947000,0.0,0.0
2019-04-04 00:00:00-04:00,114.73496004920503,114.85231830851141,113.27636636798152,113.64521026611328,5844600,0.0,0.0
2019-04-05 00:00:00-04:00,114.03919690798469,114.49187364883703,113.75418579920617,114.15655517578125,4759700,0.0,0.0
2019-04-08 00:00:00-04:00,114.04758975518199,114.43319001672467,113.75418768527999,114.12303161621094,4329600,0.0,0.0
